Edad;Sexo;Periodo;Total
De 20 a 24 años;Ambos sexos;2012T4;51,41
De 20 a 24 años;Ambos sexos;2012T3;47,68
De 20 a 24 años;Ambos sexos;2012T2;48,70
De 20 a 24 años;Ambos sexos;2012T1;47,71
De 20 a 24 años;Ambos sexos;2011T4;44,05
De 20 a 24 años;Ambos sexos;2011T3;42,00
De 20 a 24 años;Ambos sexos;2011T2;42,17
De 20 a 24 años;Ambos sexos;2011T1;41,14
De 20 a 24 años;Ambos sexos;2010T4;38,33
De 20 a 24 años;Ambos sexos;2010T3;35,95
De 20 a 24 años;Ambos sexos;2010T2;36,96
De 20 a 24 años;Ambos sexos;2010T1;36,31
De 20 a 24 años;Ambos sexos;2009T4;34,67
De 20 a 24 años;Ambos sexos;2009T3;34,54
De 20 a 24 años;Ambos sexos;2009T2;33,26
De 20 a 24 años;Ambos sexos;2009T1;30,63
De 20 a 24 años;Ambos sexos;2008T4;24,50
De 20 a 24 años;Ambos sexos;2008T3;19,80
De 20 a 24 años;Ambos sexos;2008T2;18,56
De 20 a 24 años;Ambos sexos;2008T1;17,75
De 20 a 24 años;Ambos sexos;2007T4;15,18
De 20 a 24 años;Ambos sexos;2007T3;14,91
De 20 a 24 años;Ambos sexos;2007T2;14,78
De 20 a 24 años;Ambos sexos;2007T1;15,02
De 20 a 24 años;Ambos sexos;2006T4;14,11
De 20 a 24 años;Ambos sexos;2006T3;14,46
De 20 a 24 años;Ambos sexos;2006T2;14,54
De 20 a 24 años;Ambos sexos;2006T1;15,85
De 20 a 24 años;Ambos sexos;2005T4;16,17
De 20 a 24 años;Ambos sexos;2005T3;15,40
De 20 a 24 años;Ambos sexos;2005T2;17,27
De 20 a 24 años;Ambos sexos;2005T1;19,23
De 20 a 24 años;Ambos sexos;2004T4;19,31
De 20 a 24 años;Ambos sexos;2004T3;19,57
De 20 a 24 años;Ambos sexos;2004T2;20,11
De 20 a 24 años;Ambos sexos;2004T1;20,30
De 20 a 24 años;Ambos sexos;2003T4;20,66
De 20 a 24 años;Ambos sexos;2003T3;19,76
De 20 a 24 años;Ambos sexos;2003T2;19,26
De 20 a 24 años;Ambos sexos;2003T1;20,85
De 20 a 24 años;Ambos sexos;2002T4;21,03
De 20 a 24 años;Ambos sexos;2002T3;19,89
De 20 a 24 años;Ambos sexos;2002T2;19,49
De 20 a 24 años;Ambos sexos;2002T1;20,42
De 20 a 24 años;Hombres;2025T4;20,94
De 20 a 24 años;Hombres;2025T3;22,82
De 20 a 24 años;Hombres;2025T2;19,65
De 20 a 24 años;Hombres;2025T1;23,31
De 20 a 24 años;Hombres;2024T4;21,67
De 20 a 24 años;Hombres;2024T3;22,82
De 20 a 24 años;Hombres;2024T2;22,54
De 20 a 24 años;Hombres;2024T1;26,01
De 20 a 24 años;Hombres;2023T4;26,97
De 20 a 24 años;Hombres;2023T3;25,90
De 20 a 24 años;Hombres;2023T2;24,02
De 20 a 24 años;Hombres;2023T1;25,57
De 20 a 24 años;Hombres;2022T4;25,07
De 20 a 24 años;Hombres;2022T3;24,50
De 20 a 24 años;Hombres;2022T2;23,03
De 20 a 24 años;Hombres;2022T1;27,15
De 20 a 24 años;Hombres;2021T4;26,58
De 20 a 24 años;Hombres;2021T3;27,93
De 20 a 24 años;Hombres;2021T2;33,67
De 20 a 24 años;Hombres;2021T1;34,76
De 20 a 24 años;Hombres;2020T4;35,98
De 20 a 24 años;Hombres;2020T3;35,67
De 20 a 24 años;Hombres;2020T2;35,83
De 20 a 24 años;Hombres;2020T1;29,62
De 20 a 24 años;Hombres;2019T4;26,36
De 20 a 24 años;Hombres;2019T3;27,32
De 20 a 24 años;Hombres;2019T2;28,49
De 20 a 24 años;Hombres;2019T1;30,78
De 20 a 24 años;Hombres;2018T4;30,78
De 20 a 24 años;Hombres;2018T3;31,24
De 20 a 24 años;Hombres;2018T2;31,93
De 20 a 24 años;Hombres;2018T1;34,05
De 20 a 24 años;Hombres;2017T4;34,14
De 20 a 24 años;Hombres;2017T3;33,84
De 20 a 24 años;Hombres;2017T2;37,45
De 20 a 24 años;Hombres;2017T1;39,46
De 20 a 24 años;Hombres;2016T4;40,29
De 20 a 24 años;Hombres;2016T3;39,35
De 20 a 24 años;Hombres;2016T2;42,59
De 20 a 24 años;Hombres;2016T1;41,53
De 20 a 24 años;Hombres;2015T4;41,93
De 20 a 24 años;Hombres;2015T3;43,11
De 20 a 24 años;Hombres;2015T2;46,49
De 20 a 24 años;Hombres;2015T1;49,25
De 20 a 24 años;Hombres;2014T4;49,27
De 20 a 24 años;Hombres;2014T3;50,16
De 20 a 24 años;Hombres;2014T2;50,79
De 20 a 24 años;Hombres;2014T1;53,66
De 20 a 24 años;Hombres;2013T4;51,56
De 20 a 24 años;Hombres;2013T3;50,09
De 20 a 24 años;Hombres;2013T2;53,61
De 20 a 24 años;Hombres;2013T1;55,57
De 20 a 24 años;Hombres;2012T4;52,58
De 20 a 24 años;Hombres;2012T3;48,43
De 20 a 24 años;Hombres;2012T2;49,87
De 20 a 24 años;Hombres;2012T1;50,08
De 20 a 24 años;Hombres;2011T4;46,18
De 20 a 24 años;Hombres;2011T3;43,16
De 20 a 24 años;Hombres;2011T2;44,40
De 20 a 24 años;Hombres;2011T1;43,49
De 20 a 24 años;Hombres;2010T4;40,35
De 20 a 24 años;Hombres;2010T3;36,84
De 20 a 24 años;Hombres;2010T2;38,55
De 20 a 24 años;Hombres;2010T1;39,03
De 20 a 24 años;Hombres;2009T4;36,66
De 20 a 24 años;Hombres;2009T3;35,24
De 20 a 24 años;Hombres;2009T2;34,94
De 20 a 24 años;Hombres;2009T1;31,48
De 20 a 24 años;Hombres;2008T4;25,30
De 20 a 24 años;Hombres;2008T3;19,80
De 20 a 24 años;Hombres;2008T2;17,79
De 20 a 24 años;Hombres;2008T1;16,49
De 20 a 24 años;Hombres;2007T4;13,37
De 20 a 24 años;Hombres;2007T3;12,53
De 20 a 24 años;Hombres;2007T2;12,06
De 20 a 24 años;Hombres;2007T1;11,67
De 20 a 24 años;Hombres;2006T4;10,67
De 20 a 24 años;Hombres;2006T3;11,88
De 20 a 24 años;Hombres;2006T2;12,46
De 20 a 24 años;Hombres;2006T1;14,23
De 20 a 24 años;Hombres;2005T4;13,91
De 20 a 24 años;Hombres;2005T3;12,69
De 20 a 24 años;Hombres;2005T2;14,67
De 20 a 24 años;Hombres;2005T1;16,09
De 20 a 24 años;Hombres;2004T4;15,81
De 20 a 24 años;Hombres;2004T3;15,84
De 20 a 24 años;Hombres;2004T2;17,24
De 20 a 24 años;Hombres;2004T1;17,21
De 20 a 24 años;Hombres;2003T4;17,41
De 20 a 24 años;Hombres;2003T3;17,00
De 20 a 24 años;Hombres;2003T2;16,20
De 20 a 24 años;Hombres;2003T1;17,69
De 20 a 24 años;Hombres;2002T4;18,18
De 20 a 24 años;Hombres;2002T3;16,21
De 20 a 24 años;Hombres;2002T2;14,75
De 20 a 24 años;Hombres;2002T1;16,73
De 20 a 24 años;Mujeres;2025T4;22,75
De 20 a 24 años;Mujeres;2025T3;22,46
De 20 a 24 años;Mujeres;2025T2;23,25
De 20 a 24 años;Mujeres;2025T1;24,98
De 20 a 24 años;Mujeres;2024T4;22,45
De 20 a 24 años;Mujeres;2024T3;25,48
De 20 a 24 años;Mujeres;2024T2;22,27
De 20 a 24 años;Mujeres;2024T1;23,76
De 20 a 24 años;Mujeres;2023T4;24,25
De 20 a 24 años;Mujeres;2023T3;24,23
De 20 a 24 años;Mujeres;2023T2;26,05
De 20 a 24 años;Mujeres;2023T1;28,35
De 20 a 24 años;Mujeres;2022T4;28,11
De 20 a 24 años;Mujeres;2022T3;30,58
De 20 a 24 años;Mujeres;2022T2;26,87
De 20 a 24 años;Mujeres;2022T1;26,43
De 20 a 24 años;Mujeres;2021T4;27,90
De 20 a 24 años;Mujeres;2021T3;29,89
De 20 a 24 años;Mujeres;2021T2;36,55
De 20 a 24 años;Mujeres;2021T1;38,10
De 20 a 24 años;Mujeres;2020T4;37,16
De 20 a 24 años;Mujeres;2020T3;38,93
De 20 a 24 años;Mujeres;2020T2;38,20
De 20 a 24 años;Mujeres;2020T1;30,72
De 20 a 24 años;Mujeres;2019T4;29,36
De 20 a 24 años;Mujeres;2019T3;31,62
De 20 a 24 años;Mujeres;2019T2;32,26
De 20 a 24 años;Mujeres;2019T1;33,38
De 20 a 24 años;Mujeres;2018T4;30,79
De 20 a 24 años;Mujeres;2018T3;28,75
De 20 a 24 años;Mujeres;2018T2;29,86
De 20 a 24 años;Mujeres;2018T1;30,40
De 20 a 24 años;Mujeres;2017T4;33,74
De 20 a 24 años;Mujeres;2017T3;31,37
De 20 a 24 años;Mujeres;2017T2;34,69
De 20 a 24 años;Mujeres;2017T1;37,15
De 20 a 24 años;Mujeres;2016T4;39,31
De 20 a 24 años;Mujeres;2016T3;39,18
De 20 a 24 años;Mujeres;2016T2;44,18
De 20 a 24 años;Mujeres;2016T1;45,23
De 20 a 24 años;Mujeres;2015T4;43,20
De 20 a 24 años;Mujeres;2015T3;42,65
De 20 a 24 años;Mujeres;2015T2;43,94
De 20 a 24 años;Mujeres;2015T1;46,02
De 20 a 24 años;Mujeres;2014T4;48,44
De 20 a 24 años;Mujeres;2014T3;48,83
De 20 a 24 años;Mujeres;2014T2;49,09
De 20 a 24 años;Mujeres;2014T1;51,96
De 20 a 24 años;Mujeres;2013T4;50,22
De 20 a 24 años;Mujeres;2013T3;50,20
De 20 a 24 años;Mujeres;2013T2;51,51
De 20 a 24 años;Mujeres;2013T1;51,02
De 20 a 24 años;Mujeres;2012T4;50,12
De 20 a 24 años;Mujeres;2012T3;46,85
De 20 a 24 años;Mujeres;2012T2;47,45
De 20 a 24 años;Mujeres;2012T1;45,15
De 20 a 24 años;Mujeres;2011T4;41,73
De 20 a 24 años;Mujeres;2011T3;40,76
De 20 a 24 años;Mujeres;2011T2;39,75
De 20 a 24 años;Mujeres;2011T1;38,59
De 20 a 24 años;Mujeres;2010T4;36,09
De 20 a 24 años;Mujeres;2010T3;34,97
De 20 a 24 años;Mujeres;2010T2;35,12
De 20 a 24 años;Mujeres;2010T1;33,27
De 20 a 24 años;Mujeres;2009T4;32,43
De 20 a 24 años;Mujeres;2009T3;33,74
De 20 a 24 años;Mujeres;2009T2;31,32
De 20 a 24 años;Mujeres;2009T1;29,62
De 20 a 24 años;Mujeres;2008T4;23,56
De 20 a 24 años;Mujeres;2008T3;19,81
De 20 a 24 años;Mujeres;2008T2;19,47
De 20 a 24 años;Mujeres;2008T1;19,27
De 20 a 24 años;Mujeres;2007T4;17,33
De 20 a 24 años;Mujeres;2007T3;17,72
De 20 a 24 años;Mujeres;2007T2;18,07
De 20 a 24 años;Mujeres;2007T1;19,12
De 20 a 24 años;Mujeres;2006T4;18,20
De 20 a 24 años;Mujeres;2006T3;17,56
De 20 a 24 años;Mujeres;2006T2;17,04
De 20 a 24 años;Mujeres;2006T1;17,80
De 20 a 24 años;Mujeres;2005T4;18,97
De 20 a 24 años;Mujeres;2005T3;18,69
De 20 a 24 años;Mujeres;2005T2;20,42
De 20 a 24 años;Mujeres;2005T1;23,10
De 20 a 24 años;Mujeres;2004T4;23,70
De 20 a 24 años;Mujeres;2004T3;24,14
De 20 a 24 años;Mujeres;2004T2;23,64
De 20 a 24 años;Mujeres;2004T1;24,23
De 20 a 24 años;Mujeres;2003T4;24,76
De 20 a 24 años;Mujeres;2003T3;23,21
De 20 a 24 años;Mujeres;2003T2;23,08
De 20 a 24 años;Mujeres;2003T1;24,80
De 20 a 24 años;Mujeres;2002T4;24,52
De 20 a 24 años;Mujeres;2002T3;24,40
De 20 a 24 años;Mujeres;2002T2;25,37
De 20 a 24 años;Mujeres;2002T1;25,12
De 25 a 29 años;Ambos sexos;2025T4;12,69
De 25 a 29 años;Ambos sexos;2025T3;13,40
De 25 a 29 años;Ambos sexos;2025T2;13,66
De 25 a 29 años;Ambos sexos;2025T1;15,00
De 25 a 29 años;Ambos sexos;2024T4;14,62
De 25 a 29 años;Ambos sexos;2024T3;15,56
De 25 a 29 años;Ambos sexos;2024T2;14,29
De 25 a 29 años;Ambos sexos;2024T1;16,17
De 25 a 29 años;Ambos sexos;2023T4;15,73
De 25 a 29 años;Ambos sexos;2023T3;15,55
De 25 a 29 años;Ambos sexos;2023T2;14,29
De 25 a 29 años;Ambos sexos;2023T1;17,24
De 25 a 29 años;Ambos sexos;2022T4;17,14
De 25 a 29 años;Ambos sexos;2022T3;17,04
De 25 a 29 años;Ambos sexos;2022T2;14,34
De 25 a 29 años;Ambos sexos;2022T1;18,45
De 25 a 29 años;Ambos sexos;2021T4;18,92
De 25 a 29 años;Ambos sexos;2021T3;21,06
De 25 a 29 años;Ambos sexos;2021T2;22,25
De 25 a 29 años;Ambos sexos;2021T1;24,47
De 25 a 29 años;Ambos sexos;2020T4;23,53
De 25 a 29 años;Ambos sexos;2020T3;24,76
De 25 a 29 años;Ambos sexos;2020T2;23,72
De 25 a 29 años;Ambos sexos;2020T1;19,67
De 25 a 29 años;Ambos sexos;2019T4;19,03
De 25 a 29 años;Ambos sexos;2019T3;18,75
De 25 a 29 años;Ambos sexos;2019T2;18,65
De 25 a 29 años;Ambos sexos;2019T1;19,51
De 25 a 29 años;Ambos sexos;2018T4;19,07
De 25 a 29 años;Ambos sexos;2018T3;19,31
De 25 a 29 años;Ambos sexos;2018T2;20,57
De 25 a 29 años;Ambos sexos;2018T1;22,48
De 25 a 29 años;Ambos sexos;2017T4;21,71
De 25 a 29 años;Ambos sexos;2017T3;22,50
De 25 a 29 años;Ambos sexos;2017T2;22,90
De 25 a 29 años;Ambos sexos;2017T1;24,77
De 25 a 29 años;Ambos sexos;2016T4;24,05
De 25 a 29 años;Ambos sexos;2016T3;23,94
De 25 a 29 años;Ambos sexos;2016T2;26,00
De 25 a 29 años;Ambos sexos;2016T1;28,39
De 25 a 29 años;Ambos sexos;2015T4;27,57
De 25 a 29 años;Ambos sexos;2015T3;27,84
De 25 a 29 años;Ambos sexos;2015T2;28,41
De 25 a 29 años;Ambos sexos;2015T1;30,18
De 25 a 29 años;Ambos sexos;2014T4;29,77
De 25 a 29 años;Ambos sexos;2014T3;28,75
De 25 a 29 años;Ambos sexos;2014T2;30,01
De 25 a 29 años;Ambos sexos;2014T1;32,76
De 25 a 29 años;Ambos sexos;2013T4;32,39
De 25 a 29 años;Ambos sexos;2013T3;31,77
De 25 a 29 años;Ambos sexos;2013T2;33,76
De 25 a 29 años;Ambos sexos;2013T1;35,09
De 25 a 29 años;Ambos sexos;2012T4;33,66
De 25 a 29 años;Ambos sexos;2012T3;31,60
De 25 a 29 años;Ambos sexos;2012T2;30,40
De 25 a 29 años;Ambos sexos;2012T1;30,37
De 25 a 29 años;Ambos sexos;2011T4;27,29
De 25 a 29 años;Ambos sexos;2011T3;25,82
De 25 a 29 años;Ambos sexos;2011T2;25,48
De 25 a 29 años;Ambos sexos;2011T1;26,66
De 25 a 29 años;Ambos sexos;2010T4;25,37
De 25 a 29 años;Ambos sexos;2010T3;24,44
De 25 a 29 años;Ambos sexos;2010T2;24,00
De 25 a 29 años;Ambos sexos;2010T1;24,98
De 25 a 29 años;Ambos sexos;2009T4;23,34
De 25 a 29 años;Ambos sexos;2009T3;21,74
De 25 a 29 años;Ambos sexos;2009T2;20,72
De 25 a 29 años;Ambos sexos;2009T1;21,01
De 25 a 29 años;Ambos sexos;2008T4;16,61
De 25 a 29 años;Ambos sexos;2008T3;13,88
De 25 a 29 años;Ambos sexos;2008T2;11,79
De 25 a 29 años;Ambos sexos;2008T1;11,10
De 25 a 29 años;Ambos sexos;2007T4;9,82
De 25 a 29 años;Ambos sexos;2007T3;8,71
De 25 a 29 años;Ambos sexos;2007T2;8,09
De 25 a 29 años;Ambos sexos;2007T1;9,21
De 25 a 29 años;Ambos sexos;2006T4;9,69
De 25 a 29 años;Ambos sexos;2006T3;9,37
De 25 a 29 años;Ambos sexos;2006T2;9,94
De 25 a 29 años;Ambos sexos;2006T1;11,27
De 25 a 29 años;Ambos sexos;2005T4;10,61
De 25 a 29 años;Ambos sexos;2005T3;10,26
De 25 a 29 años;Ambos sexos;2005T2;11,18
De 25 a 29 años;Ambos sexos;2005T1;11,86
De 25 a 29 años;Ambos sexos;2004T4;11,95
De 25 a 29 años;Ambos sexos;2004T3;12,54
De 25 a 29 años;Ambos sexos;2004T2;12,94
De 25 a 29 años;Ambos sexos;2004T1;14,18
De 25 a 29 años;Ambos sexos;2003T4;13,95
De 25 a 29 años;Ambos sexos;2003T3;13,94
De 25 a 29 años;Ambos sexos;2003T2;13,84
De 25 a 29 años;Ambos sexos;2003T1;14,98
De 25 a 29 años;Ambos sexos;2002T4;14,63
De 25 a 29 años;Ambos sexos;2002T3;14,15
De 25 a 29 años;Ambos sexos;2002T2;13,87
De 25 a 29 años;Ambos sexos;2002T1;14,37
De 25 a 29 años;Hombres;2025T4;13,25
De 25 a 29 años;Hombres;2025T3;12,25
De 25 a 29 años;Hombres;2025T2;14,12
De 25 a 29 años;Hombres;2025T1;15,02
De 25 a 29 años;Hombres;2024T4;14,39
De 25 a 29 años;Hombres;2024T3;15,29
De 25 a 29 años;Hombres;2024T2;13,61
De 25 a 29 años;Hombres;2024T1;16,07
De 25 a 29 años;Hombres;2023T4;14,73
De 25 a 29 años;Hombres;2023T3;13,83
De 25 a 29 años;Hombres;2023T2;14,91
De 25 a 29 años;Hombres;2023T1;17,00
De 25 a 29 años;Hombres;2022T4;16,95
De 25 a 29 años;Hombres;2022T3;14,59
De 25 a 29 años;Hombres;2022T2;13,80
De 25 a 29 años;Hombres;2022T1;18,72
De 25 a 29 años;Hombres;2021T4;19,73
De 25 a 29 años;Hombres;2021T3;21,63
De 25 a 29 años;Hombres;2021T2;21,78
De 25 a 29 años;Hombres;2021T1;23,28
De 25 a 29 años;Hombres;2020T4;22,98
De 25 a 29 años;Hombres;2020T3;23,80
De 25 a 29 años;Hombres;2020T2;23,21
De 25 a 29 años;Hombres;2020T1;18,77
De 25 a 29 años;Hombres;2019T4;18,94
De 25 a 29 años;Hombres;2019T3;18,43
De 25 a 29 años;Hombres;2019T2;19,01
De 25 a 29 años;Hombres;2019T1;19,09
De 25 a 29 años;Hombres;2018T4;18,53
De 25 a 29 años;Hombres;2018T3;18,06
De 25 a 29 años;Hombres;2018T2;19,56
De 25 a 29 años;Hombres;2018T1;21,56
De 25 a 29 años;Hombres;2017T4;20,88
De 25 a 29 años;Hombres;2017T3;21,02
De 25 a 29 años;Hombres;2017T2;21,88
De 25 a 29 años;Hombres;2017T1;24,00
De 25 a 29 años;Hombres;2016T4;23,16
De 25 a 29 años;Hombres;2016T3;22,59
De 25 a 29 años;Hombres;2016T2;25,48
De 25 a 29 años;Hombres;2016T1;27,74
De 25 a 29 años;Hombres;2015T4;28,85
De 25 a 29 años;Hombres;2015T3;27,78
De 25 a 29 años;Hombres;2015T2;28,89
De 25 a 29 años;Hombres;2015T1;30,06
De 25 a 29 años;Hombres;2014T4;30,25
De 25 a 29 años;Hombres;2014T3;28,54
De 25 a 29 años;Hombres;2014T2;30,27
De 25 a 29 años;Hombres;2014T1;33,41
De 25 a 29 años;Hombres;2013T4;33,93
De 25 a 29 años;Hombres;2013T3;33,26
De 25 a 29 años;Hombres;2013T2;34,65
De 25 a 29 años;Hombres;2013T1;36,02
De 25 a 29 años;Hombres;2012T4;34,55
De 25 a 29 años;Hombres;2012T3;33,69
De 25 a 29 años;Hombres;2012T2;33,35
De 25 a 29 años;Hombres;2012T1;32,32
De 25 a 29 años;Hombres;2011T4;28,25
De 25 a 29 años;Hombres;2011T3;26,75
De 25 a 29 años;Hombres;2011T2;26,25
De 25 a 29 años;Hombres;2011T1;27,62
De 25 a 29 años;Hombres;2010T4;26,30
De 25 a 29 años;Hombres;2010T3;25,11
De 25 a 29 años;Hombres;2010T2;25,44
De 25 a 29 años;Hombres;2010T1;26,93
De 25 a 29 años;Hombres;2009T4;24,66
De 25 a 29 años;Hombres;2009T3;23,63
De 25 a 29 años;Hombres;2009T2;22,25
De 25 a 29 años;Hombres;2009T1;22,80
De 25 a 29 años;Hombres;2008T4;17,84
De 25 a 29 años;Hombres;2008T3;13,93
De 25 a 29 años;Hombres;2008T2;11,66
De 25 a 29 años;Hombres;2008T1;10,12
De 25 a 29 años;Hombres;2007T4;7,96
De 25 a 29 años;Hombres;2007T3;7,50
De 25 a 29 años;Hombres;2007T2;6,64
De 25 a 29 años;Hombres;2007T1;7,79
De 25 a 29 años;Hombres;2006T4;8,12
De 25 a 29 años;Hombres;2006T3;7,57
De 25 a 29 años;Hombres;2006T2;7,64
De 25 a 29 años;Hombres;2006T1;8,45
De 25 a 29 años;Hombres;2005T4;8,68
De 25 a 29 años;Hombres;2005T3;8,63
De 25 a 29 años;Hombres;2005T2;9,26
De 25 a 29 años;Hombres;2005T1;9,83
De 25 a 29 años;Hombres;2004T4;9,43
De 25 a 29 años;Hombres;2004T3;10,40
De 25 a 29 años;Hombres;2004T2;10,00
De 25 a 29 años;Hombres;2004T1;11,44
De 25 a 29 años;Hombres;2003T4;10,75
De 25 a 29 años;Hombres;2003T3;10,61
De 25 a 29 años;Hombres;2003T2;10,29
De 25 a 29 años;Hombres;2003T1;11,39
De 25 a 29 años;Hombres;2002T4;11,34
De 25 a 29 años;Hombres;2002T3;10,49
De 25 a 29 años;Hombres;2002T2;10,41
De 25 a 29 años;Hombres;2002T1;10,70
De 25 a 29 años;Mujeres;2025T4;12,06
De 25 a 29 años;Mujeres;2025T3;14,69
De 25 a 29 años;Mujeres;2025T2;13,15
De 25 a 29 años;Mujeres;2025T1;14,98
De 25 a 29 años;Mujeres;2024T4;14,87
De 25 a 29 años;Mujeres;2024T3;15,86
De 25 a 29 años;Mujeres;2024T2;15,02
De 25 a 29 años;Mujeres;2024T1;16,27
De 25 a 29 años;Mujeres;2023T4;16,81
De 25 a 29 años;Mujeres;2023T3;17,41
De 25 a 29 años;Mujeres;2023T2;13,60
De 25 a 29 años;Mujeres;2023T1;17,50
De 25 a 29 años;Mujeres;2022T4;17,36
De 25 a 29 años;Mujeres;2022T3;19,77
De 25 a 29 años;Mujeres;2022T2;14,93
De 25 a 29 años;Mujeres;2022T1;18,16
De 25 a 29 años;Mujeres;2021T4;18,06
De 25 a 29 años;Mujeres;2021T3;20,46
De 25 a 29 años;Mujeres;2021T2;22,75
De 25 a 29 años;Mujeres;2021T1;25,73
De 25 a 29 años;Mujeres;2020T4;24,11
De 25 a 29 años;Mujeres;2020T3;25,74
De 25 a 29 años;Mujeres;2020T2;24,27
De 25 a 29 años;Mujeres;2020T1;20,64
De 25 a 29 años;Mujeres;2019T4;19,12
De 25 a 29 años;Mujeres;2019T3;19,08
De 25 a 29 años;Mujeres;2019T2;18,25
De 25 a 29 años;Mujeres;2019T1;19,96
De 25 a 29 años;Mujeres;2018T4;19,67
De 25 a 29 años;Mujeres;2018T3;20,66
De 25 a 29 años;Mujeres;2018T2;21,63
De 25 a 29 años;Mujeres;2018T1;23,44
De 25 a 29 años;Mujeres;2017T4;22,57
De 25 a 29 años;Mujeres;2017T3;24,05
De 25 a 29 años;Mujeres;2017T2;23,96
De 25 a 29 años;Mujeres;2017T1;25,59
De 25 a 29 años;Mujeres;2016T4;24,99
De 25 a 29 años;Mujeres;2016T3;25,36
De 25 a 29 años;Mujeres;2016T2;26,54
De 25 a 29 años;Mujeres;2016T1;29,08
De 25 a 29 años;Mujeres;2015T4;26,23
De 25 a 29 años;Mujeres;2015T3;27,91
De 25 a 29 años;Mujeres;2015T2;27,91
De 25 a 29 años;Mujeres;2015T1;30,31
De 25 a 29 años;Mujeres;2014T4;29,25
De 25 a 29 años;Mujeres;2014T3;28,97
De 25 a 29 años;Mujeres;2014T2;29,74
De 25 a 29 años;Mujeres;2014T1;32,08
De 25 a 29 años;Mujeres;2013T4;30,79
De 25 a 29 años;Mujeres;2013T3;30,19
De 25 a 29 años;Mujeres;2013T2;32,81
De 25 a 29 años;Mujeres;2013T1;34,11
De 25 a 29 años;Mujeres;2012T4;32,71
De 25 a 29 años;Mujeres;2012T3;29,36
De 25 a 29 años;Mujeres;2012T2;27,23
De 25 a 29 años;Mujeres;2012T1;28,27
De 25 a 29 años;Mujeres;2011T4;26,26
De 25 a 29 años;Mujeres;2011T3;24,79
De 25 a 29 años;Mujeres;2011T2;24,63
De 25 a 29 años;Mujeres;2011T1;25,62
De 25 a 29 años;Mujeres;2010T4;24,36
De 25 a 29 años;Mujeres;2010T3;23,71
De 25 a 29 años;Mujeres;2010T2;22,44
De 25 a 29 años;Mujeres;2010T1;22,85
De 25 a 29 años;Mujeres;2009T4;21,89
De 25 a 29 años;Mujeres;2009T3;19,63
De 25 a 29 años;Mujeres;2009T2;19,00
De 25 a 29 años;Mujeres;2009T1;18,99
