Grupos ECOICOP ver.2;Tipo de dato;Periodo;Total
06 Sanidad;Índice;2025M01;98,867
06 Sanidad;Índice;2024M12;98,543
06 Sanidad;Índice;2024M11;98,443
06 Sanidad;Índice;2024M10;98,373
06 Sanidad;Índice;2024M09;98,387
06 Sanidad;Índice;2024M08;98,311
06 Sanidad;Índice;2024M07;98,247
06 Sanidad;Índice;2024M06;98,052
06 Sanidad;Índice;2024M05;98,045
06 Sanidad;Índice;2024M04;97,816
06 Sanidad;Índice;2024M03;97,534
06 Sanidad;Índice;2024M02;97,228
06 Sanidad;Índice;2024M01;96,922
06 Sanidad;Índice;2023M12;96,741
06 Sanidad;Índice;2023M11;96,655
06 Sanidad;Índice;2023M10;96,535
06 Sanidad;Índice;2023M09;96,495
06 Sanidad;Índice;2023M08;96,367
06 Sanidad;Índice;2023M07;96,329
06 Sanidad;Índice;2023M06;96,112
06 Sanidad;Índice;2023M05;95,911
06 Sanidad;Índice;2023M04;95,785
06 Sanidad;Índice;2023M03;95,507
06 Sanidad;Índice;2023M02;95,159
06 Sanidad;Índice;2023M01;94,872
06 Sanidad;Índice;2022M12;94,651
06 Sanidad;Índice;2022M11;94,639
06 Sanidad;Índice;2022M10;94,461
06 Sanidad;Índice;2022M09;94,489
06 Sanidad;Índice;2022M08;94,364
06 Sanidad;Índice;2022M07;94,389
06 Sanidad;Índice;2022M06;94,266
06 Sanidad;Índice;2022M05;94,247
06 Sanidad;Índice;2022M04;94,248
06 Sanidad;Índice;2022M03;94,041
06 Sanidad;Índice;2022M02;93,783
06 Sanidad;Índice;2022M01;93,713
06 Sanidad;Índice;2021M12;93,712
06 Sanidad;Índice;2021M11;93,523
06 Sanidad;Índice;2021M10;93,416
06 Sanidad;Índice;2021M09;93,426
06 Sanidad;Índice;2021M08;93,364
06 Sanidad;Índice;2021M07;93,382
06 Sanidad;Índice;2021M06;93,282
06 Sanidad;Índice;2021M05;93,107
06 Sanidad;Índice;2021M04;93,016
06 Sanidad;Índice;2021M03;92,980
06 Sanidad;Índice;2021M02;92,857
06 Sanidad;Índice;2021M01;92,892
06 Sanidad;Índice;2020M12;92,920
06 Sanidad;Índice;2020M11;92,821
06 Sanidad;Índice;2020M10;92,620
06 Sanidad;Índice;2020M09;92,691
06 Sanidad;Índice;2020M08;92,716
06 Sanidad;Índice;2020M07;92,779
06 Sanidad;Índice;2020M06;92,587
06 Sanidad;Índice;2020M05;92,560
06 Sanidad;Índice;2020M04;92,449
06 Sanidad;Índice;2020M03;92,407
06 Sanidad;Índice;2020M02;92,374
06 Sanidad;Índice;2020M01;92,453
06 Sanidad;Índice;2019M12;92,468
06 Sanidad;Índice;2019M11;92,445
06 Sanidad;Índice;2019M10;92,387
06 Sanidad;Índice;2019M09;92,300
06 Sanidad;Índice;2019M08;92,252
06 Sanidad;Índice;2019M07;92,364
06 Sanidad;Índice;2019M06;92,314
06 Sanidad;Índice;2019M05;92,306
06 Sanidad;Índice;2019M04;92,246
06 Sanidad;Índice;2019M03;92,120
06 Sanidad;Índice;2019M02;92,048
06 Sanidad;Índice;2019M01;92,029
06 Sanidad;Índice;2018M12;91,976
06 Sanidad;Índice;2018M11;91,895
06 Sanidad;Índice;2018M10;91,620
06 Sanidad;Índice;2018M09;91,465
06 Sanidad;Índice;2018M08;91,414
06 Sanidad;Índice;2018M07;91,569
06 Sanidad;Índice;2018M06;91,667
06 Sanidad;Índice;2018M05;91,617
06 Sanidad;Índice;2018M04;91,374
06 Sanidad;Índice;2018M03;91,292
06 Sanidad;Índice;2018M02;91,213
06 Sanidad;Índice;2018M01;91,240
06 Sanidad;Índice;2017M12;91,199
06 Sanidad;Índice;2017M11;91,157
06 Sanidad;Índice;2017M10;91,238
06 Sanidad;Índice;2017M09;91,340
06 Sanidad;Índice;2017M08;91,371
06 Sanidad;Índice;2017M07;91,493
06 Sanidad;Índice;2017M06;91,452
06 Sanidad;Índice;2017M05;91,448
06 Sanidad;Índice;2017M04;91,292
06 Sanidad;Índice;2017M03;91,149
06 Sanidad;Índice;2017M02;91,028
06 Sanidad;Índice;2017M01;90,963
06 Sanidad;Índice;2016M12;90,825
06 Sanidad;Índice;2016M11;90,764
06 Sanidad;Índice;2016M10;90,744
06 Sanidad;Índice;2016M09;90,636
06 Sanidad;Índice;2016M08;90,719
06 Sanidad;Índice;2016M07;90,680
06 Sanidad;Índice;2016M06;90,666
06 Sanidad;Índice;2016M05;90,608
06 Sanidad;Índice;2016M04;90,545
06 Sanidad;Índice;2016M03;90,346
06 Sanidad;Índice;2016M02;90,263
06 Sanidad;Índice;2016M01;90,289
06 Sanidad;Índice;2015M12;90,944
06 Sanidad;Índice;2015M11;90,952
06 Sanidad;Índice;2015M10;90,919
06 Sanidad;Índice;2015M09;90,842
06 Sanidad;Índice;2015M08;90,796
06 Sanidad;Índice;2015M07;90,844
06 Sanidad;Índice;2015M06;90,783
06 Sanidad;Índice;2015M05;90,758
06 Sanidad;Índice;2015M04;90,737
06 Sanidad;Índice;2015M03;90,825
06 Sanidad;Índice;2015M02;90,723
06 Sanidad;Índice;2015M01;90,613
06 Sanidad;Índice;2014M12;90,477
06 Sanidad;Índice;2014M11;90,594
06 Sanidad;Índice;2014M10;90,655
06 Sanidad;Índice;2014M09;90,536
06 Sanidad;Índice;2014M08;90,772
06 Sanidad;Índice;2014M07;90,706
06 Sanidad;Índice;2014M06;90,819
06 Sanidad;Índice;2014M05;90,781
06 Sanidad;Índice;2014M04;90,763
06 Sanidad;Índice;2014M03;90,786
06 Sanidad;Índice;2014M02;90,610
06 Sanidad;Índice;2014M01;90,702
06 Sanidad;Índice;2013M12;90,677
06 Sanidad;Índice;2013M11;90,851
06 Sanidad;Índice;2013M10;90,881
06 Sanidad;Índice;2013M09;90,855
06 Sanidad;Índice;2013M08;90,894
06 Sanidad;Índice;2013M07;90,891
06 Sanidad;Índice;2013M06;90,716
06 Sanidad;Índice;2013M05;90,672
06 Sanidad;Índice;2013M04;90,268
06 Sanidad;Índice;2013M03;90,277
06 Sanidad;Índice;2013M02;90,255
06 Sanidad;Índice;2013M01;89,547
06 Sanidad;Índice;2012M12;90,636
06 Sanidad;Índice;2012M11;90,716
06 Sanidad;Índice;2012M10;90,685
06 Sanidad;Índice;2012M09;90,501
06 Sanidad;Índice;2012M08;87,054
06 Sanidad;Índice;2012M07;87,673
06 Sanidad;Índice;2012M06;79,903
06 Sanidad;Índice;2012M05;79,900
06 Sanidad;Índice;2012M04;79,908
06 Sanidad;Índice;2012M03;79,957
06 Sanidad;Índice;2012M02;79,962
06 Sanidad;Índice;2012M01;79,911
06 Sanidad;Índice;2011M12;80,012
06 Sanidad;Índice;2011M11;79,957
06 Sanidad;Índice;2011M10;82,055
06 Sanidad;Índice;2011M09;81,907
06 Sanidad;Índice;2011M08;81,853
06 Sanidad;Índice;2011M07;82,248
06 Sanidad;Índice;2011M06;82,343
06 Sanidad;Índice;2011M05;82,243
06 Sanidad;Índice;2011M04;82,335
06 Sanidad;Índice;2011M03;82,441
06 Sanidad;Índice;2011M02;82,334
06 Sanidad;Índice;2011M01;82,306
06 Sanidad;Índice;2010M12;82,338
06 Sanidad;Índice;2010M11;82,309
06 Sanidad;Índice;2010M10;82,477
06 Sanidad;Índice;2010M09;82,837
06 Sanidad;Índice;2010M08;82,846
06 Sanidad;Índice;2010M07;82,826
06 Sanidad;Índice;2010M06;82,825
06 Sanidad;Índice;2010M05;82,831
06 Sanidad;Índice;2010M04;83,449
06 Sanidad;Índice;2010M03;83,468
06 Sanidad;Índice;2010M02;83,552
06 Sanidad;Índice;2010M01;83,495
06 Sanidad;Índice;2009M12;83,363
06 Sanidad;Índice;2009M11;83,346
06 Sanidad;Índice;2009M10;83,309
06 Sanidad;Índice;2009M09;83,278
06 Sanidad;Índice;2009M08;83,185
06 Sanidad;Índice;2009M07;83,187
06 Sanidad;Índice;2009M06;83,155
06 Sanidad;Índice;2009M05;83,146
06 Sanidad;Índice;2009M04;84,924
06 Sanidad;Índice;2009M03;84,650
06 Sanidad;Índice;2009M02;84,770
06 Sanidad;Índice;2009M01;84,605
06 Sanidad;Índice;2008M12;84,454
06 Sanidad;Índice;2008M11;84,524
06 Sanidad;Índice;2008M10;84,446
06 Sanidad;Índice;2008M09;84,310
06 Sanidad;Índice;2008M08;84,264
06 Sanidad;Índice;2008M07;84,226
06 Sanidad;Índice;2008M06;83,999
06 Sanidad;Índice;2008M05;83,876
06 Sanidad;Índice;2008M04;84,365
06 Sanidad;Índice;2008M03;83,864
06 Sanidad;Índice;2008M02;84,848
06 Sanidad;Índice;2008M01;84,545
06 Sanidad;Índice;2007M12;84,191
06 Sanidad;Índice;2007M11;84,106
06 Sanidad;Índice;2007M10;84,025
06 Sanidad;Índice;2007M09;83,834
06 Sanidad;Índice;2007M08;83,824
06 Sanidad;Índice;2007M07;83,795
06 Sanidad;Índice;2007M06;83,632
06 Sanidad;Índice;2007M05;83,543
06 Sanidad;Índice;2007M04;83,406
06 Sanidad;Índice;2007M03;83,094
06 Sanidad;Índice;2007M02;86,408
06 Sanidad;Índice;2007M01;86,176
06 Sanidad;Índice;2006M12;85,979
06 Sanidad;Índice;2006M11;85,907
06 Sanidad;Índice;2006M10;85,824
06 Sanidad;Índice;2006M09;85,744
06 Sanidad;Índice;2006M08;85,707
06 Sanidad;Índice;2006M07;85,682
06 Sanidad;Índice;2006M06;85,483
06 Sanidad;Índice;2006M05;85,304
06 Sanidad;Índice;2006M04;85,183
06 Sanidad;Índice;2006M03;84,851
06 Sanidad;Índice;2006M02;85,141
06 Sanidad;Índice;2006M01;84,804
06 Sanidad;Índice;2005M12;84,577
06 Sanidad;Índice;2005M11;84,583
06 Sanidad;Índice;2005M10;84,543
06 Sanidad;Índice;2005M09;84,537
06 Sanidad;Índice;2005M08;84,479
06 Sanidad;Índice;2005M07;84,447
06 Sanidad;Índice;2005M06;84,362
06 Sanidad;Índice;2005M05;84,230
06 Sanidad;Índice;2005M04;84,075
06 Sanidad;Índice;2005M03;83,658
06 Sanidad;Índice;2005M02;84,271
06 Sanidad;Índice;2005M01;84,236
06 Sanidad;Índice;2004M12;83,985
06 Sanidad;Índice;2004M11;83,919
06 Sanidad;Índice;2004M10;83,853
06 Sanidad;Índice;2004M09;83,807
06 Sanidad;Índice;2004M08;83,762
06 Sanidad;Índice;2004M07;83,689
06 Sanidad;Índice;2004M06;83,540
06 Sanidad;Índice;2004M05;83,404
06 Sanidad;Índice;2004M04;83,364
06 Sanidad;Índice;2004M03;83,122
06 Sanidad;Índice;2004M02;82,943
06 Sanidad;Índice;2004M01;84,029
06 Sanidad;Índice;2003M12;83,790
06 Sanidad;Índice;2003M11;83,788
06 Sanidad;Índice;2003M10;83,708
06 Sanidad;Índice;2003M09;83,642
06 Sanidad;Índice;2003M08;83,595
06 Sanidad;Índice;2003M07;83,551
06 Sanidad;Índice;2003M06;83,437
06 Sanidad;Índice;2003M05;83,357
06 Sanidad;Índice;2003M04;83,266
06 Sanidad;Índice;2003M03;82,655
06 Sanidad;Índice;2003M02;82,433
06 Sanidad;Índice;2003M01;82,416
06 Sanidad;Índice;2002M12;82,153
06 Sanidad;Índice;2002M11;82,083
06 Sanidad;Índice;2002M10;81,996
06 Sanidad;Índice;2002M09;81,861
06 Sanidad;Índice;2002M08;81,802
06 Sanidad;Índice;2002M07;81,778
06 Sanidad;Índice;2002M06;81,591
06 Sanidad;Índice;2002M05;81,322
06 Sanidad;Índice;2002M04;81,745
06 Sanidad;Índice;2002M03;81,321
06 Sanidad;Índice;2002M02;80,980
06 Sanidad;Índice;2002M01;80,484
06 Sanidad;Variación mensual;2026M03;""
06 Sanidad;Variación mensual;2026M02;0,4
06 Sanidad;Variación mensual;2026M01;0,3
06 Sanidad;Variación mensual;2025M12;0,2
06 Sanidad;Variación mensual;2025M11;0,1
06 Sanidad;Variación mensual;2025M10;0,2
06 Sanidad;Variación mensual;2025M09;0,1
06 Sanidad;Variación mensual;2025M08;0,0
06 Sanidad;Variación mensual;2025M07;0,1
06 Sanidad;Variación mensual;2025M06;0,2
06 Sanidad;Variación mensual;2025M05;0,1
06 Sanidad;Variación mensual;2025M04;0,4
06 Sanidad;Variación mensual;2025M03;0,4
06 Sanidad;Variación mensual;2025M02;0,2
06 Sanidad;Variación mensual;2025M01;0,3
06 Sanidad;Variación mensual;2024M12;0,1
06 Sanidad;Variación mensual;2024M11;0,1
06 Sanidad;Variación mensual;2024M10;0,0
06 Sanidad;Variación mensual;2024M09;0,1
06 Sanidad;Variación mensual;2024M08;0,1
06 Sanidad;Variación mensual;2024M07;0,2
06 Sanidad;Variación mensual;2024M06;0,0
06 Sanidad;Variación mensual;2024M05;0,2
06 Sanidad;Variación mensual;2024M04;0,3
06 Sanidad;Variación mensual;2024M03;0,3
06 Sanidad;Variación mensual;2024M02;0,3
06 Sanidad;Variación mensual;2024M01;0,2
06 Sanidad;Variación mensual;2023M12;0,1
06 Sanidad;Variación mensual;2023M11;0,1
06 Sanidad;Variación mensual;2023M10;0,0
06 Sanidad;Variación mensual;2023M09;0,1
